timestamp,power
1588284000,52
1588284900,53
1588285800,44
1588286700,63
1588287600,70
1588288500,73
1588289400,45
1588290300,60
1588291200,44
1588292100,81
1588293000,82
1588293900,78
1588294800,82
1588295700,55
1588296600,25
1588297500,37
1588298400,51
1588299300,50
1588300200,31
1588301100,29
1588302000,35
1588302900,40
1588303800,99
1588304700,86
1588305600,104
1588306500,54
1588307400,79
1588308300,81
1588309200,90
1588310100,87
1588311000,49
1588311900,66
1588312800,73
1588313700,45
1588314600,87
1588315500,68
1588316400,85
1588317300,138
1588318200,132
1588319100,132
1588320000,148
1588320900,188
1588321800,133
1588322700,105
1588323600,365
1588324500,149
1588325400,131
1588326300,129
1588327200,233
1588328100,121
1588329000,126
1588329900,123
1588330800,283
1588331700,126
1588332600,129
1588333500,89
1588334400,77
1588335300,45
1588336200,140
1588337100,163
1588338000,398
1588338900,33
1588339800,58
1588340700,171
1588341600,126
1588342500,100
1588343400,149
1588344300,113
1588345200,110
1588346100,144
1588347000,117
1588347900,71
1588348800,53
1588349700,78
1588350600,125
1588351500,155
1588352400,149
1588353300,139
1588354200,98
1588355100,107
1588356000,109
1588356900,121
1588357800,94
1588358700,110
1588359600,95
1588360500,110
1588361400,114
1588362300,110
1588363200,83
1588364100,72
1588365000,53
1588365900,59
1588366800,79
1588367700,62
1588368600,63
1588369500,83
1588370400,45
1588371300,67
1588372200,69
1588373100,66
1588374000,48
1588374900,52
1588375800,69
1588376700,76
1588377600,89
1588378500,73
1588379400,47
1588380300,40
1588381200,57
1588382100,49
1588383000,95
1588383900,48
1588384800,65
1588385700,85
1588386600,54
1588387500,44
1588388400,97
1588389300,56
1588390200,59
1588391100,66
1588392000,53
1588392900,69
1588393800,75
1588394700,67
1588395600,39
1588396500,82
1588397400,48
1588398300,76
1588399200,127
1588400100,67
1588401000,46
1588401900,126
1588402800,112
1588403700,131
1588404600,124
1588405500,153
1588406400,113
1588407300,127
1588408200,62
1588409100,66
1588410000,80
1588410900,125
1588411800,110
1588412700,162
1588413600,144
1588414500,149
1588415400,125
1588416300,126
1588417200,109
1588418100,124
1588419000,133
1588419900,162
1588420800,128
1588421700,178
1588422600,117
1588423500,147
1588424400,141
1588425300,135
1588426200,113
1588427100,119
1588428000,131
1588428900,157
1588429800,148
1588430700,104
1588431600,122
1588432500,112
1588433400,479
1588434300,40
1588435200,77
1588436100,105
1588437000,72
1588437900,62
1588438800,57
1588439700,52
1588440600,72
1588441500,59
1588442400,87
1588443300,59
1588444200,61
1588445100,41
1588446000,103
1588446900,68
1588447800,71
1588448700,40
1588449600,55
1588450500,40
1588451400,71
1588452300,81
1588453200,77
1588454100,54
1588455000,69
1588455900,55
1588456800,96
1588457700,75
1588458600,59
1588459500,45
1588460400,77
1588461300,46
1588462200,88
1588463100,116
1588464000,57
1588464900,45
1588465800,53
1588466700,48
1588467600,73
1588468500,58
1588469400,48
1588470300,49
1588471200,51
1588472100,61
1588473000,54
1588473900,47
1588474800,25
1588475700,41
1588476600,50
1588477500,77
1588478400,115
1588479300,65
1588480200,39
1588481100,51
1588482000,47
1588482900,107
1588483800,104
1588484700,89
1588485600,136
1588486500,109
1588487400,131
1588488300,124
1588489200,148
1588490100,133
1588491000,159
1588491900,101
1588492800,129
1588493700,115
1588494600,149
1588495500,103
1588496400,101
1588497300,116
1588498200,127
1588499100,124
1588500000,124
1588500900,155
1588501800,139
1588502700,122
1588503600,131
1588504500,156
1588505400,167
1588506300,195
1588507200,133
1588508100,110
1588509000,98
1588509900,113
1588510800,98
1588511700,136
1588512600,122
1588513500,106
1588514400,84
1588515300,63
1588516200,200
1588517100,143
1588518000,123
1588518900,118
1588519800,124
1588520700,126
1588521600,127
1588522500,177
1588523400,360
1588524300,74
1588525200,86
1588526100,102
1588527000,69
1588527900,52
1588528800,40
1588529700,54
1588530600,52
1588531500,78
1588532400,45
1588533300,58
1588534200,40
1588535100,52
1588536000,63
1588536900,87
1588537800,61
1588538700,76
1588539600,106
1588540500,85
1588541400,79
1588542300,85
1588543200,57
1588544100,60
1588545000,47
1588545900,69
1588546800,73
1588547700,62
1588548600,51
