timestamp,power
1588284000,78
1588284900,72
1588285800,52
1588286700,54
1588287600,68
1588288500,81
1588289400,34
1588290300,29
1588291200,11
1588292100,26
1588293000,19
1588293900,26
1588294800,22
1588295700,22
1588296600,16
1588297500,19
1588298400,21
1588299300,22
1588300200,28
1588301100,19
1588302000,27
1588302900,10
1588303800,24
1588304700,15
1588305600,29
1588306500,20
1588307400,12
1588308300,26
1588309200,14
1588310100,33
1588311000,16
1588311900,27
1588312800,14
1588313700,18
1588314600,21
1588315500,15
1588316400,69
1588317300,88
1588318200,53
1588319100,22
1588320000,26
1588320900,30
1588321800,21
1588322700,22
1588323600,11
1588324500,38
1588325400,10
1588326300,35
1588327200,12
1588328100,19
1588329000,19
1588329900,24
1588330800,23
1588331700,19
1588332600,30
1588333500,9
1588334400,25
1588335300,22
1588336200,19
1588337100,31
1588338000,10
1588338900,85
1588339800,48
1588340700,53
1588341600,49
1588342500,49
1588343400,41
1588344300,46
1588345200,57
1588346100,43
1588347000,61
1588347900,91
1588348800,91
1588349700,82
1588350600,49
1588351500,52
1588352400,42
1588353300,46
1588354200,35
1588355100,64
1588356000,43
1588356900,68
1588357800,299
1588358700,307
1588359600,249
1588360500,96
1588361400,60
1588362300,88
1588363200,69
1588364100,65
1588365000,59
1588365900,54
1588366800,117
1588367700,149
1588368600,102
1588369500,121
1588370400,101
1588371300,89
1588372200,89
1588373100,98
1588374000,95
1588374900,68
1588375800,43
1588376700,70
1588377600,79
1588378500,86
1588379400,19
1588380300,25
1588381200,18
1588382100,17
1588383000,17
1588383900,17
1588384800,30
1588385700,10
1588386600,26
1588387500,9
1588388400,26
1588389300,20
1588390200,25
1588391100,11
1588392000,22
1588392900,14
1588393800,29
1588394700,17
1588395600,15
1588396500,20
1588397400,13
1588398300,34
1588399200,8
1588400100,67
1588401000,41
1588401900,539
1588402800,130
1588403700,57
1588404600,46
1588405500,36
1588406400,17
1588407300,17
1588408200,26
1588409100,18
1588410000,31
1588410900,12
1588411800,27
1588412700,11
1588413600,35
1588414500,14
1588415400,32
1588416300,14
1588417200,19
1588418100,18
1588419000,92
1588419900,22
1588420800,50
1588421700,52
1588422600,33
1588423500,28
1588424400,16
1588425300,31
1588426200,18
1588427100,29
1588428000,10
1588428900,23
1588429800,15
1588430700,27
1588431600,21
1588432500,21
1588433400,25
1588434300,10
1588435200,37
1588436100,11
1588437000,33
1588437900,197
1588438800,272
1588439700,34
1588440600,16
1588441500,54
1588442400,47
1588443300,55
1588444200,47
1588445100,68
1588446000,275
1588446900,105
1588447800,106
1588448700,99
1588449600,348
1588450500,455
1588451400,235
1588452300,867
1588453200,318
1588454100,495
1588455000,332
1588455900,96
1588456800,48
1588457700,94
1588458600,107
1588459500,151
1588460400,64
1588461300,88
1588462200,50
1588463100,79
1588464000,67
1588464900,57
1588465800,19
1588466700,13
1588467600,35
1588468500,13
1588469400,34
1588470300,9
1588471200,23
1588472100,14
1588473000,19
1588473900,29
1588474800,11
1588475700,25
1588476600,10
1588477500,30
