timestamp,power
1588284000,30
1588284900,31
1588285800,46
1588286700,59
1588287600,32
1588288500,31
1588289400,46
1588290300,46
1588291200,46
1588292100,31
1588293000,50
1588293900,36
1588294800,36
1588295700,47
1588296600,53
1588297500,33
1588298400,31
1588299300,39
1588300200,67
1588301100,31
1588302000,32
1588302900,39
1588303800,51
1588304700,47
1588305600,48
1588306500,88
1588307400,80
1588308300,195
1588309200,126
1588310100,87
1588311000,78
1588311900,95
1588312800,338
1588313700,370
1588314600,418
1588315500,75
1588316400,121
1588317300,88
1588318200,505
1588319100,156
1588320000,71
1588320900,69
1588321800,69
1588322700,71
1588323600,85
1588324500,50
1588325400,67
1588326300,65
1588327200,95
1588328100,51
1588329000,65
1588329900,67
1588330800,67
1588331700,79
1588332600,50
1588333500,87
1588334400,57
1588335300,64
1588336200,63
1588337100,88
1588338000,50
1588338900,51
1588339800,73
1588340700,44
1588341600,34
1588342500,34
1588343400,50
1588344300,39
1588345200,13
1588346100,35
1588347000,49
1588347900,30
1588348800,37
1588349700,51
1588350600,76
1588351500,39
1588352400,52
1588353300,73
1588354200,44
1588355100,65
1588356000,65
1588356900,63
1588357800,48
1588358700,72
1588359600,64
1588360500,49
1588361400,87
1588362300,62
1588363200,57
1588364100,49
1588365000,54
1588365900,81
1588366800,31
1588367700,32
1588368600,39
1588369500,58
1588370400,41
1588371300,31
1588372200,45
1588373100,44
1588374000,45
1588374900,36
1588375800,47
1588376700,39
1588377600,30
1588378500,49
1588379400,54
1588380300,35
1588381200,31
1588382100,32
1588383000,73
1588383900,31
1588384800,32
1588385700,35
1588386600,55
1588387500,46
1588388400,33
1588389300,37
1588390200,49
1588391100,37
1588392000,69
1588392900,82
1588393800,86
1588394700,84
1588395600,519
1588396500,603
1588397400,391
1588398300,80
1588399200,84
1588400100,132
1588401000,87
1588401900,49
1588402800,213
1588403700,139
1588404600,70
1588405500,88
1588406400,549
1588407300,261
1588408200,163
1588409100,130
1588410000,341
1588410900,463
1588411800,411
1588412700,278
1588413600,65
1588414500,72
1588415400,81
1588416300,50
1588417200,179
1588418100,261
1588419000,137
1588419900,110
1588420800,44
1588421700,132
1588422600,112
1588423500,69
1588424400,64
1588425300,120
1588426200,70
1588427100,64
1588428000,75
1588428900,48
1588429800,53
1588430700,25
1588431600,54
1588432500,50
1588433400,58
1588434300,139
1588435200,136
1588436100,124
1588437000,122
1588437900,123
1588438800,125
1588439700,90
1588440600,65
1588441500,72
1588442400,60
1588443300,68
1588444200,68
1588445100,69
1588446000,47
1588446900,51
1588447800,74
1588448700,33
1588449600,34
1588450500,45
1588451400,63
1588452300,35
1588453200,32
1588454100,49
1588455000,45
1588455900,49
1588456800,34
1588457700,52
1588458600,38
1588459500,40
1588460400,46
1588461300,53
1588462200,36
1588463100,34
1588464000,44
1588464900,64
1588465800,35
1588466700,33
1588467600,36
1588468500,66
1588469400,40
1588470300,34
1588471200,35
1588472100,55
1588473000,51
1588473900,35
1588474800,35
1588475700,54
1588476600,40
1588477500,48
1588478400,54
1588479300,87
1588480200,54
1588481100,73
1588482000,69
1588482900,270
1588483800,46
1588484700,55
1588485600,78
1588486500,203
1588487400,301
1588488300,366
1588489200,307
1588490100,130
1588491000,115
1588491900,175
1588492800,738
1588493700,488
1588494600,70
1588495500,52
1588496400,72
1588497300,71
1588498200,60
1588499100,75
1588500000,234
1588500900,68
1588501800,63
1588502700,66
1588503600,84
1588504500,73
1588505400,80
1588506300,89
1588507200,111
1588508100,76
1588509000,64
1588509900,87
1588510800,132
1588511700,119
1588512600,68
1588513500,68
1588514400,77
1588515300,60
1588516200,52
1588517100,88
1588518000,114
1588518900,110
1588519800,80
1588520700,70
1588521600,43
1588522500,87
1588523400,51
1588524300,72
1588525200,61
1588526100,45
1588527000,77
1588527900,73
1588528800,66
1588529700,52
1588530600,81
1588531500,69
1588532400,65
1588533300,70
1588534200,63
1588535100,53
1588536000,38
1588536900,54
1588537800,42
1588538700,30
1588539600,29
1588540500,47
1588541400,27
1588542300,13
1588543200,15
1588544100,33
1588545000,37
1588545900,13
1588546800,14
1588547700,34
1588548600,25
1588549500,33
1588550400,31
1588551300,52
1588552200,34
1588553100,46
1588554000,38
1588554900,53
1588555800,31
1588556700,34
1588557600,50
1588558500,51
1588559400,32
1588560300,31
1588561200,43
1588562100,64
1588563000,34
1588563900,35
1588564800,73
1588565700,150
1588566600,73
1588567500,64
1588568400,78
1588569300,88
1588570200,120
1588571100,573
1588572000,324
1588572900,144
1588573800,58
1588574700,88
1588575600,99
1588576500,46
1588577400,68
1588578300,60
1588579200,78
1588580100,69
1588581000,129
1588581900,648
1588582800,341
1588583700,323
1588584600,451
1588585500,158
1588586400,70
1588587300,62
1588588200,67
1588589100,81
1588590000,58
1588590900,48
1588591800,85
1588592700,68
1588593600,74
1588594500,71
1588595400,112
1588596300,102
1588597200,62
1588598100,66
1588599000,150
1588599900,107
1588600800,143
1588601700,218
1588602600,203
1588603500,117
1588604400,441
1588605300,233
1588606200,276
1588607100,106
1588608000,114
1588608900,135
1588609800,616
1588610700,98
1588611600,75
1588612500,62
1588613400,86
1588614300,69
1588615200,67
1588616100,49
1588617000,66
1588617900,78
1588618800,56
1588619700,44
1588620600,77
1588621500,72
1588622400,53
1588623300,37
1588624200,49
1588625100,30
1588626000,47
1588626900,48
1588627800,39
1588628700,32
1588629600,30
1588630500,70
1588631400,35
1588632300,32
1588633200,36
1588634100,49
1588635000,49
1588635900,34
1588636800,42
1588637700,44
1588638600,32
1588639500,50
1588640400,48
1588641300,39
1588642200,31
1588643100,32
1588644000,67
1588644900,39
1588645800,32
1588646700,35
1588647600,52
