timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1602666000,98,278.93,275.39,,,955,77,10000,2.68,286,,,0.29,,
1602666900,98,278.93,275.39,,,955,77,10000,2.68,286,,,0.29,,
1602667800,98,278.93,275.39,,,955,77,10000,2.68,286,,,0.29,,
1602668700,98,278.93,275.39,,,955,77,10000,2.68,286,,,0.29,,
1602669600,98,279.09,275.63,,,983,80,10000,2.73,293,,,0.29,,
1602670500,98,279.09,275.63,,,983,80,10000,2.73,293,,,0.29,,
1602671400,98,279.09,275.63,,,983,80,10000,2.73,293,,,0.29,,
1602672300,98,279.09,275.63,,,983,80,10000,2.73,293,,,0.29,,
1602673200,99,279.32,275.87,,,1000,82,10000,2.87,299,,,0.29,,
1602674100,99,279.32,275.87,,,1000,82,10000,2.87,299,,,0.29,,
1602675000,99,279.32,275.87,,,1000,82,10000,2.87,299,,,0.29,,
1602675900,99,279.32,275.87,,,1000,82,10000,2.87,299,,,0.29,,
1602676800,99,279.44,275.89,,,1008,84,10000,3.13,303,,,0.29,,
1602677700,99,279.44,275.89,,,1008,84,10000,3.13,303,,,0.29,,
1602678600,99,279.44,275.89,,,1008,84,10000,3.13,303,,,0.29,,
1602679500,99,279.44,275.89,,,1008,84,10000,3.13,303,,,0.29,,
1602680400,100,279.86,276.37,,,1011,82,10000,3.06,304,,,0.14,,
1602681300,100,279.86,276.37,,,1011,82,10000,3.06,304,,,0.14,,
1602682200,100,279.86,276.37,,,1011,82,10000,3.06,304,,,0.14,,
1602683100,100,279.86,276.37,,,1011,82,10000,3.06,304,,,0.14,,
1602684000,100,280.18,276.68,,,1011,80,10000,3.07,305,,,0.14,,
1602684900,100,280.18,276.68,,,1011,80,10000,3.07,305,,,0.14,,
1602685800,100,280.18,276.68,,,1011,80,10000,3.07,305,,,0.14,,
1602686700,100,280.18,276.68,,,1011,80,10000,3.07,305,,,0.14,,
1602687600,100,280.02,276.55,,,1011,80,10000,2.98,301,,,0.14,,
1602688500,100,280.02,276.55,,,1011,80,10000,2.98,301,,,0.14,,
1602689400,100,280.02,276.55,,,1011,80,10000,2.98,301,,,0.14,,
1602690300,100,280.02,276.55,,,1011,80,10000,2.98,301,,,0.14,,
1602691200,100,279.31,276.15,,,1012,84,10000,2.54,302,,,0.13,,
1602692100,100,279.31,276.15,,,1012,84,10000,2.54,302,,,0.13,,
1602693000,100,279.31,276.15,,,1012,84,10000,2.54,302,,,0.13,,
1602693900,100,279.31,276.15,,,1012,84,10000,2.54,302,,,0.13,,
1602694800,100,278.5,275.38,,,1013,88,10000,2.44,296,,,0.13,,
1602695700,100,278.5,275.38,,,1013,88,10000,2.44,296,,,0.13,,
1602696600,100,278.5,275.38,,,1013,88,10000,2.44,296,,,0.13,,
1602697500,100,278.5,275.38,,,1013,88,10000,2.44,296,,,0.13,,
1602698400,100,278.39,275.39,,,1014,90,10000,2.33,291,,,0.13,,
1602699300,100,278.39,275.39,,,1014,90,10000,2.33,291,,,0.13,,
1602700200,100,278.39,275.39,,,1014,90,10000,2.33,291,,,0.13,,
1602701100,100,278.39,275.39,,,1014,90,10000,2.33,291,,,0.13,,
1602702000,100,278.49,275.56,,,1014,90,10000,2.26,279,,,0.21,,
1602702900,100,278.49,275.56,,,1014,90,10000,2.26,279,,,0.21,,
1602703800,100,278.49,275.56,,,1014,90,10000,2.26,279,,,0.21,,
1602704700,100,278.49,275.56,,,1014,90,10000,2.26,279,,,0.21,,
1602705600,100,278.44,275.65,,,1014,91,10000,2.09,274,,,0.11,,
1602706500,100,278.44,275.65,,,1014,91,10000,2.09,274,,,0.11,,
1602707400,100,278.44,275.65,,,1014,91,10000,2.09,274,,,0.11,,
1602708300,100,278.44,275.65,,,1014,91,10000,2.09,274,,,0.11,,
1602709200,100,278.34,275.47,,,1014,91,10000,2.17,261,,,0.11,,
1602710100,100,278.34,275.47,,,1014,91,10000,2.17,261,,,0.11,,
1602711000,100,278.34,275.47,,,1014,91,10000,2.17,261,,,0.11,,
1602711900,100,278.34,275.47,,,1014,91,10000,2.17,261,,,0.11,,
1602712800,100,278.49,275.58,,,1014,90,10000,2.23,259,,,0.0,,
1602713700,100,278.49,275.58,,,1014,90,10000,2.23,259,,,0.0,,
1602714600,100,278.49,275.58,,,1014,90,10000,2.23,259,,,0.0,,
1602715500,100,278.49,275.58,,,1014,90,10000,2.23,259,,,0.0,,
1602716400,100,278.42,275.76,,,1014,90,10000,1.86,273,,,0.0,,
1602717300,100,278.42,275.76,,,1014,90,10000,1.86,273,,,0.0,,
1602718200,100,278.42,275.76,,,1014,90,10000,1.86,273,,,0.0,,
1602719100,100,278.42,275.76,,,1014,90,10000,1.86,273,,,0.0,,
1602720000,100,278.26,275.6,,,1014,91,10000,1.85,249,,,0.02,,
1602720900,100,278.26,275.6,,,1014,91,10000,1.85,249,,,0.02,,
1602721800,100,278.26,275.6,,,1014,91,10000,1.85,249,,,0.02,,
1602722700,100,278.26,275.6,,,1014,91,10000,1.85,249,,,0.02,,
1602723600,99,278.17,275.51,,,1014,90,10000,1.79,256,,,0.02,,
1602724500,99,278.17,275.51,,,1014,90,10000,1.79,256,,,0.02,,
1602725400,99,278.17,275.51,,,1014,90,10000,1.79,256,,,0.02,,
1602726300,99,278.17,275.51,,,1014,90,10000,1.79,256,,,0.02,,
1602727200,100,278.08,275.76,,,1014,90,10000,1.28,274,,,0.0,,
1602728100,100,278.08,275.76,,,1014,90,10000,1.28,274,,,0.0,,
1602729000,100,278.08,275.76,,,1014,90,10000,1.28,274,,,0.0,,
1602729900,100,278.08,275.76,,,1014,90,10000,1.28,274,,,0.0,,
1602730800,100,277.8,275.58,,,1014,90,10000,1.06,249,,,0.0,,
1602731700,100,277.8,275.58,,,1014,90,10000,1.06,249,,,0.0,,
1602732600,100,277.8,275.58,,,1014,90,10000,1.06,249,,,0.0,,
1602733500,100,277.8,275.58,,,1014,90,10000,1.06,249,,,0.0,,
1602734400,100,277.76,275.52,,,1014,89,10000,1.04,267,,,0.0,,
1602735300,100,277.76,275.52,,,1014,89,10000,1.04,267,,,0.0,,
1602736200,100,277.76,275.52,,,1014,89,10000,1.04,267,,,0.0,,
1602737100,100,277.76,275.52,,,1014,89,10000,1.04,267,,,0.0,,
1602738000,99,276.72,274.41,,,1014,92,10000,1.01,225,,,0.0,,
1602738900,99,276.72,274.41,,,1014,92,10000,1.01,225,,,0.0,,
1602739800,99,276.72,274.41,,,1014,92,10000,1.01,225,,,0.0,,
1602740700,99,276.72,274.41,,,1014,92,10000,1.01,225,,,0.0,,
1602741600,99,277.27,274.94,,,1014,90,10000,1.09,228,,,0.0,,
1602742500,99,277.27,274.94,,,1014,90,10000,1.09,228,,,0.0,,
1602743400,99,277.27,274.94,,,1014,90,10000,1.09,228,,,0.0,,
1602744300,99,277.27,274.94,,,1014,90,10000,1.09,228,,,0.0,,
1602745200,100,278.22,276.22,,,1014,87,10000,0.73,245,,,0.0,,
1602746100,100,278.22,276.22,,,1014,87,10000,0.73,245,,,0.0,,
1602747000,100,278.22,276.22,,,1014,87,10000,0.73,245,,,0.0,,
1602747900,100,278.22,276.22,,,1014,87,10000,0.73,245,,,0.0,,
1602748800,92,279.82,278.11,,,1013,80,10000,0.42,260,,,0.0,,
1602749700,92,279.82,278.11,,,1013,80,10000,0.42,260,,,0.0,,
1602750600,92,279.82,278.11,,,1013,80,10000,0.42,260,,,0.0,,
1602751500,92,279.82,278.11,,,1013,80,10000,0.42,260,,,0.0,,
