timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1600642800,57,285.8,284.27,,,958,71,10000,1.36,85,,,0.03,,
1600643700,57,285.8,284.27,,,958,71,10000,1.36,85,,,0.03,,
1600644600,57,285.8,284.27,,,958,71,10000,1.36,85,,,0.03,,
1600645500,57,285.8,284.27,,,958,71,10000,1.36,85,,,0.03,,
1600646400,52,285.46,284.16,,,986,75,10000,1.2,90,,,0.01,,
1600647300,52,285.46,284.16,,,986,75,10000,1.2,90,,,0.01,,
1600648200,52,285.46,284.16,,,986,75,10000,1.2,90,,,0.01,,
1600649100,52,285.46,284.16,,,986,75,10000,1.2,90,,,0.01,,
1600650000,12,284.94,283.76,,,1003,78,10000,1.05,97,,,0.0,,
1600650900,12,284.94,283.76,,,1003,78,10000,1.05,97,,,0.0,,
1600651800,12,284.94,283.76,,,1003,78,10000,1.05,97,,,0.0,,
1600652700,12,284.94,283.76,,,1003,78,10000,1.05,97,,,0.0,,
1600653600,5,284.48,283.33,,,1012,80,10000,0.98,108,,,0.0,,
1600654500,5,284.48,283.33,,,1012,80,10000,0.98,108,,,0.0,,
1600655400,5,284.48,283.33,,,1012,80,10000,0.98,108,,,0.0,,
1600656300,5,284.48,283.33,,,1012,80,10000,0.98,108,,,0.0,,
1600657200,1,284.18,283.02,,,1016,80,10000,0.9,115,,,0.0,,
1600658100,1,284.18,283.02,,,1016,80,10000,0.9,115,,,0.0,,
1600659000,1,284.18,283.02,,,1016,80,10000,0.9,115,,,0.0,,
1600659900,1,284.18,283.02,,,1016,80,10000,0.9,115,,,0.0,,
1600660800,1,284.07,282.99,,,1016,81,10000,0.81,129,,,0.0,,
1600661700,1,284.07,282.99,,,1016,81,10000,0.81,129,,,0.0,,
1600662600,1,284.07,282.99,,,1016,81,10000,0.81,129,,,0.0,,
1600663500,1,284.07,282.99,,,1016,81,10000,0.81,129,,,0.0,,
1600664400,0,283.98,283.09,,,1017,82,10000,0.57,141,,,0.0,,
1600665300,0,283.98,283.09,,,1017,82,10000,0.57,141,,,0.0,,
1600666200,0,283.98,283.09,,,1017,82,10000,0.57,141,,,0.0,,
