timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1613199600,0,261.7,254.5,,,1032,84,10000,5.58,82,,,0,,
1613200500,0,261.7,254.5,,,1032,84,10000,5.58,82,,,0,,
1613201400,0,261.7,254.5,,,1032,84,10000,5.58,82,,,0,,
1613202300,0,261.7,254.5,,,1032,84,10000,5.58,82,,,0,,
1613203200,0,262.88,255.38,,,1034,86,10000,6.14,84,,,0,,
1613204100,0,262.88,255.38,,,1034,86,10000,6.14,84,,,0,,
1613205000,0,262.88,255.38,,,1034,86,10000,6.14,84,,,0,,
1613205900,0,262.88,255.38,,,1034,86,10000,6.14,84,,,0,,
1613206800,0,264.68,257.08,,,1035,86,10000,6.45,82,,,0,,
1613207700,0,264.68,257.08,,,1035,86,10000,6.45,82,,,0,,
1613208600,0,264.68,257.08,,,1035,86,10000,6.45,82,,,0,,
1613209500,0,264.68,257.08,,,1035,86,10000,6.45,82,,,0,,
1613210400,0,266.44,258.7,,,1036,84,10000,6.81,81,,,0,,
1613211300,0,266.44,258.7,,,1036,84,10000,6.81,81,,,0,,
1613212200,0,266.44,258.7,,,1036,84,10000,6.81,81,,,0,,
1613213100,0,266.44,258.7,,,1036,84,10000,6.81,81,,,0,,
1613214000,0,267.86,259.92,,,1036,81,10000,7.2,82,,,0,,
1613214900,0,267.86,259.92,,,1036,81,10000,7.2,82,,,0,,
1613215800,0,267.86,259.92,,,1036,81,10000,7.2,82,,,0,,
1613216700,0,267.86,259.92,,,1036,81,10000,7.2,82,,,0,,
1613217600,0,268.81,260.85,,,1035,79,10000,7.3,81,,,0,,
1613218500,0,268.81,260.85,,,1035,79,10000,7.3,81,,,0,,
1613219400,0,268.81,260.85,,,1035,79,10000,7.3,81,,,0,,
1613220300,0,268.81,260.85,,,1035,79,10000,7.3,81,,,0,,
1613221200,0,269.42,261.54,,,1035,79,10000,7.27,80,,,0,,
1613222100,0,269.42,261.54,,,1035,79,10000,7.27,80,,,0,,
1613223000,0,269.42,261.54,,,1035,79,10000,7.27,80,,,0,,
1613223900,0,269.42,261.54,,,1035,79,10000,7.27,80,,,0,,
1613224800,0,269.67,261.92,,,1034,80,10000,7.14,79,,,0,,
1613225700,0,269.67,261.92,,,1034,80,10000,7.14,79,,,0,,
1613226600,0,269.67,261.92,,,1034,80,10000,7.14,79,,,0,,
1613227500,0,269.67,261.92,,,1034,80,10000,7.14,79,,,0,,
1613228400,0,269.34,261.92,,,1035,82,10000,6.67,78,,,0,,
1613229300,0,269.34,261.92,,,1035,82,10000,6.67,78,,,0,,
1613230200,0,269.34,261.92,,,1035,82,10000,6.67,78,,,0,,
1613231100,0,269.34,261.92,,,1035,82,10000,6.67,78,,,0,,
1613232000,0,268.21,261.56,,,1036,85,10000,5.48,75,,,0,,
1613232900,0,268.21,261.56,,,1036,85,10000,5.48,75,,,0,,
1613233800,0,268.21,261.56,,,1036,85,10000,5.48,75,,,0,,
1613234700,0,268.21,261.56,,,1036,85,10000,5.48,75,,,0,,
1613235600,0,266.97,260.71,,,1038,88,10000,4.82,75,,,0,,
1613236500,0,266.97,260.71,,,1038,88,10000,4.82,75,,,0,,
1613237400,0,266.97,260.71,,,1038,88,10000,4.82,75,,,0,,
1613238300,0,266.97,260.71,,,1038,88,10000,4.82,75,,,0,,
1613239200,0,266.7,260.39,,,1039,89,10000,4.88,78,,,0,,
1613240100,0,266.7,260.39,,,1039,89,10000,4.88,78,,,0,,
1613241000,0,266.7,260.39,,,1039,89,10000,4.88,78,,,0,,
1613241900,0,266.7,260.39,,,1039,89,10000,4.88,78,,,0,,
1613242800,0,266.61,260.28,,,1040,90,10000,4.92,84,,,0,,
1613243700,0,266.61,260.28,,,1040,90,10000,4.92,84,,,0,,
1613244600,0,266.61,260.28,,,1040,90,10000,4.92,84,,,0,,
1613245500,0,266.61,260.28,,,1040,90,10000,4.92,84,,,0,,
1613246400,0,266.41,260.22,,,1040,91,10000,4.71,88,,,0,,
1613247300,0,266.41,260.22,,,1040,91,10000,4.71,88,,,0,,
1613248200,0,266.41,260.22,,,1040,91,10000,4.71,88,,,0,,
1613249100,0,266.41,260.22,,,1040,91,10000,4.71,88,,,0,,
1613250000,0,266.07,260.1,,,1041,91,10000,4.36,91,,,0,,
1613250900,0,266.07,260.1,,,1041,91,10000,4.36,91,,,0,,
1613251800,0,266.07,260.1,,,1041,91,10000,4.36,91,,,0,,
1613252700,0,266.07,260.1,,,1041,91,10000,4.36,91,,,0,,
1613253600,0,265.76,259.92,,,1042,92,10000,4.15,91,,,0,,
1613254500,0,265.76,259.92,,,1042,92,10000,4.15,91,,,0,,
1613255400,0,265.76,259.92,,,1042,92,10000,4.15,91,,,0,,
1613256300,0,265.76,259.92,,,1042,92,10000,4.15,91,,,0,,
1613257200,0,265.51,259.71,,,1042,92,10000,4.07,94,,,0,,
1613258100,0,265.51,259.71,,,1042,92,10000,4.07,94,,,0,,
1613259000,0,265.51,259.71,,,1042,92,10000,4.07,94,,,0,,
1613259900,0,265.51,259.71,,,1042,92,10000,4.07,94,,,0,,
1613260800,0,265.27,259.59,,,1042,92,10000,3.87,96,,,0,,
1613261700,0,265.27,259.59,,,1042,92,10000,3.87,96,,,0,,
1613262600,0,265.27,259.59,,,1042,92,10000,3.87,96,,,0,,
1613263500,0,265.27,259.59,,,1042,92,10000,3.87,96,,,0,,
1613264400,0,264.9,259.51,,,1042,91,10000,3.4,99,,,0,,
1613265300,0,264.9,259.51,,,1042,91,10000,3.4,99,,,0,,
1613266200,0,264.9,259.51,,,1042,91,10000,3.4,99,,,0,,
1613267100,0,264.9,259.51,,,1042,91,10000,3.4,99,,,0,,
1613268000,0,264.53,259.28,,,1042,91,10000,3.15,96,,,0,,
1613268900,0,264.53,259.28,,,1042,91,10000,3.15,96,,,0,,
1613269800,0,264.53,259.28,,,1042,91,10000,3.15,96,,,0,,
1613270700,0,264.53,259.28,,,1042,91,10000,3.15,96,,,0,,
1613271600,0,264.31,259.03,,,1042,90,10000,3.16,93,,,0,,
1613272500,0,264.31,259.03,,,1042,90,10000,3.16,93,,,0,,
1613273400,0,264.31,259.03,,,1042,90,10000,3.16,93,,,0,,
1613274300,0,264.31,259.03,,,1042,90,10000,3.16,93,,,0,,
1613275200,0,264.15,258.94,,,1042,90,10000,3.04,97,,,0,,
1613276100,0,264.15,258.94,,,1042,90,10000,3.04,97,,,0,,
1613277000,0,264.15,258.94,,,1042,90,10000,3.04,97,,,0,,
1613277900,0,264.15,258.94,,,1042,90,10000,3.04,97,,,0,,
1613278800,0,263.93,258.83,,,1043,89,10000,2.85,102,,,0,,
1613279700,0,263.93,258.83,,,1043,89,10000,2.85,102,,,0,,
1613280600,0,263.93,258.83,,,1043,89,10000,2.85,102,,,0,,
1613281500,0,263.93,258.83,,,1043,89,10000,2.85,102,,,0,,
1613282400,0,263.87,258.72,,,1043,88,10000,2.9,102,,,0,,
1613283300,0,263.87,258.72,,,1043,88,10000,2.9,102,,,0,,
1613284200,0,263.87,258.72,,,1043,88,10000,2.9,102,,,0,,
1613285100,0,263.87,258.72,,,1043,88,10000,2.9,102,,,0,,
1613286000,0,264.32,258.85,,,1043,86,10000,3.37,104,,,0,,
1613286900,0,264.32,258.85,,,1043,86,10000,3.37,104,,,0,,
1613287800,0,264.32,258.85,,,1043,86,10000,3.37,104,,,0,,
1613288700,0,264.32,258.85,,,1043,86,10000,3.37,104,,,0,,
1613289600,0,266.17,260.81,,,1043,83,10000,3.36,106,,,0,,
1613290500,0,266.17,260.81,,,1043,83,10000,3.36,106,,,0,,
1613291400,0,266.17,260.81,,,1043,83,10000,3.36,106,,,0,,
1613292300,0,266.17,260.81,,,1043,83,10000,3.36,106,,,0,,
1613293200,0,268.11,262.89,,,1041,82,10000,3.37,105,,,0,,
1613294100,0,268.11,262.89,,,1041,82,10000,3.37,105,,,0,,
1613295000,0,268.11,262.89,,,1041,82,10000,3.37,105,,,0,,
1613295900,0,268.11,262.89,,,1041,82,10000,3.37,105,,,0,,
1613296800,0,270.07,265.0,,,1040,81,10000,3.39,99,,,0,,
1613297700,0,270.07,265.0,,,1040,81,10000,3.39,99,,,0,,
1613298600,0,270.07,265.0,,,1040,81,10000,3.39,99,,,0,,
1613299500,0,270.07,265.0,,,1040,81,10000,3.39,99,,,0,,
1613300400,0,271.79,266.46,,,1040,80,10000,3.98,92,,,0,,
1613301300,0,271.79,266.46,,,1040,80,10000,3.98,92,,,0,,
1613302200,0,271.79,266.46,,,1040,80,10000,3.98,92,,,0,,
1613303100,0,271.79,266.46,,,1040,80,10000,3.98,92,,,0,,
1613304000,0,272.98,267.61,,,1040,78,10000,4.17,89,,,0,,
1613304900,0,272.98,267.61,,,1040,78,10000,4.17,89,,,0,,
1613305800,0,272.98,267.61,,,1040,78,10000,4.17,89,,,0,,
1613306700,0,272.98,267.61,,,1040,78,10000,4.17,89,,,0,,
1613307600,0,273.61,268.11,,,1039,75,10000,4.38,92,,,0,,
1613308500,0,273.61,268.11,,,1039,75,10000,4.38,92,,,0,,
1613309400,0,273.61,268.11,,,1039,75,10000,4.38,92,,,0,,
1613310300,0,273.61,268.11,,,1039,75,10000,4.38,92,,,0,,
1613311200,0,273.63,268.25,,,1038,76,10000,4.24,89,,,0,,
1613312100,0,273.63,268.25,,,1038,76,10000,4.24,89,,,0,,
1613313000,0,273.63,268.25,,,1038,76,10000,4.24,89,,,0,,
1613313900,0,273.63,268.25,,,1038,76,10000,4.24,89,,,0,,
1613314800,0,272.96,267.73,,,1038,80,10000,4.03,84,,,0,,
1613315700,0,272.96,267.73,,,1038,80,10000,4.03,84,,,0,,
1613316600,0,272.96,267.73,,,1038,80,10000,4.03,84,,,0,,
1613317500,0,272.96,267.73,,,1038,80,10000,4.03,84,,,0,,
1613318400,0,271.13,266.13,,,1039,84,10000,3.51,80,,,0,,
1613319300,0,271.13,266.13,,,1039,84,10000,3.51,80,,,0,,
1613320200,0,271.13,266.13,,,1039,84,10000,3.51,80,,,0,,
1613321100,0,271.13,266.13,,,1039,84,10000,3.51,80,,,0,,
1613322000,0,269.35,264.33,,,1040,88,10000,3.37,83,,,0,,
1613322900,0,269.35,264.33,,,1040,88,10000,3.37,83,,,0,,
1613323800,0,269.35,264.33,,,1040,88,10000,3.37,83,,,0,,
1613324700,0,269.35,264.33,,,1040,88,10000,3.37,83,,,0,,
1613325600,0,268.85,263.7,,,1041,88,10000,3.48,95,,,0,,
1613326500,0,268.85,263.7,,,1041,88,10000,3.48,95,,,0,,
1613327400,0,268.85,263.7,,,1041,88,10000,3.48,95,,,0,,
1613328300,0,268.85,263.7,,,1041,88,10000,3.48,95,,,0,,
1613329200,1,268.52,263.21,,,1041,88,10000,3.67,101,,,0,,
1613330100,1,268.52,263.21,,,1041,88,10000,3.67,101,,,0,,
1613331000,1,268.52,263.21,,,1041,88,10000,3.67,101,,,0,,
1613331900,1,268.52,263.21,,,1041,88,10000,3.67,101,,,0,,
1613332800,8,268.4,262.82,,,1041,87,10000,4.02,108,,,0,,
1613333700,8,268.4,262.82,,,1041,87,10000,4.02,108,,,0,,
