timestamp,power
1613343600.0,0.0
1613344500.0,0.0
1613345400.0,0.0
1613346300.0,0.0
1613347200.0,0.0
1613348100.0,0.0
1613349000.0,0.0
1613349900.0,0.0
1613350800.0,0.0
1613351700.0,0.0
1613352600.0,0.0
1613353500.0,0.0
1613354400.0,0.0
1613355300.0,0.0
1613356200.0,0.0
1613357100.0,0.0
1613358000.0,0.0
1613358900.0,0.0
1613359800.0,0.0
1613360700.0,0.0
1613361600.0,0.0
1613362500.0,0.0
1613363400.0,0.0
1613364300.0,0.0
1613365200.0,0.0
1613366100.0,0.0
1613367000.0,0.0
1613367900.0,0.0
1613368800.0,0.0
1613369700.0,0.003846153846153846
1613370600.0,0.014615384615384615
1613371500.0,0.026153846153846156
1613372400.0,0.047692307692307694
1613373300.0,0.07076923076923076
1613374200.0,0.08307692307692308
1613375100.0,0.1
1613376000.0,0.12230769230769231
1613376900.0,0.1676923076923077
1613377800.0,0.34692307692307695
1613378700.0,0.4946153846153846
1613379600.0,0.5846153846153846
1613380500.0,0.6169230769230769
1613381400.0,0.5984615384615385
1613382300.0,0.563076923076923
1613383200.0,0.40615384615384614
1613384100.0,0.31769230769230766
1613385000.0,0.3384615384615384
1613385900.0,0.29846153846153844
1613386800.0,0.25153846153846154
1613387700.0,0.23461538461538461
1613388600.0,0.21692307692307689
1613389500.0,0.21153846153846154
1613390400.0,0.2
1613391300.0,0.19153846153846152
1613392200.0,0.19153846153846152
1613393100.0,0.16307692307692306
1613394000.0,0.1453846153846154
1613394900.0,0.1423076923076923
1613395800.0,0.12538461538461537
1613396700.0,0.09923076923076923
1613397600.0,0.09153846153846153
1613398500.0,0.07153846153846154
1613399400.0,0.06307692307692307
1613400300.0,0.05076923076923077
1613401200.0,0.04153846153846154
1613402100.0,0.03230769230769231
1613403000.0,0.019999999999999997
1613403900.0,0.007692307692307692
1613404800.0,0.0
1613405700.0,0.0
1613406600.0,0.0
1613407500.0,0.0
1613408400.0,0.0
1613409300.0,0.0
1613410200.0,0.0
1613411100.0,0.0
1613412000.0,0.0
1613412900.0,0.0
1613413800.0,0.0
1613414700.0,0.0
1613415600.0,0.0
1613416500.0,0.0
1613417400.0,0.0
