timestamp,price_energy_levies_positive,price_energy_levies_negative
1606015800,0.18,0.18
1606016700,0.18,0.18
1606017600,0.18,0.18
1606018500,0.18,0.18
1606019400,0.18,0.18
1606020300,0.18,0.18
1606021200,0.18,0.18
1606022100,0.18,0.18
1606023000,0.18,0.18
1606023900,0.18,0.18
1606024800,0.18,0.18
1606025700,0.18,0.18
1606026600,0.18,0.18
1606027500,0.18,0.18
1606028400,0.18,0.18
1606029300,0.18,0.18
1606030200,0.18,0.18
1606031100,0.18,0.18
1606032000,0.18,0.18
1606032900,0.18,0.18
1606033800,0.18,0.18
1606034700,0.18,0.18
1606035600,0.18,0.18
1606036500,0.18,0.18
1606037400,0.18,0.18
1606038300,0.18,0.18
1606039200,0.18,0.18
1606040100,0.18,0.18
1606041000,0.18,0.18
1606041900,0.18,0.18
1606042800,0.18,0.18
1606043700,0.18,0.18
1606044600,0.18,0.18
1606045500,0.18,0.18
1606046400,0.18,0.18
1606047300,0.18,0.18
1606048200,0.18,0.18
1606049100,0.18,0.18
1606050000,0.18,0.18
1606050900,0.18,0.18
1606051800,0.18,0.18
1606052700,0.18,0.18
1606053600,0.18,0.18
1606054500,0.18,0.18
1606055400,0.18,0.18
1606056300,0.18,0.18
1606057200,0.18,0.18
1606058100,0.18,0.18
1606059000,0.18,0.18
1606059900,0.18,0.18
1606060800,0.18,0.18
1606061700,0.18,0.18
1606062600,0.18,0.18
1606063500,0.18,0.18
1606064400,0.18,0.18
1606065300,0.18,0.18
1606066200,0.18,0.18
1606067100,0.18,0.18
1606068000,0.18,0.18
1606068900,0.18,0.18
1606069800,0.18,0.18
1606070700,0.18,0.18
1606071600,0.18,0.18
1606072500,0.18,0.18
1606073400,0.18,0.18
1606074300,0.18,0.18
1606075200,0.18,0.18
1606076100,0.18,0.18
1606077000,0.18,0.18
1606077900,0.18,0.18
1606078800,0.18,0.18
1606079700,0.18,0.18
1606080600,0.18,0.18
1606081500,0.18,0.18
1606082400,0.18,0.18
1606083300,0.18,0.18
1606084200,0.18,0.18
1606085100,0.18,0.18
1606086000,0.18,0.18
1606086900,0.18,0.18
1606087800,0.18,0.18
1606088700,0.18,0.18
1606089600,0.18,0.18
1606090500,0.18,0.18
1606091400,0.18,0.18
1606092300,0.18,0.18
1606093200,0.18,0.18
1606094100,0.18,0.18
1606095000,0.18,0.18
1606095900,0.18,0.18
1606096800,0.18,0.18
1606097700,0.18,0.18
1606098600,0.18,0.18
1606099500,0.18,0.18
1606100400,0.18,0.18
1606101300,0.18,0.18
1606102200,0.18,0.18
1606103100,0.18,0.18
1606104000,0.18,0.18
1606104900,0.18,0.18
1606105800,0.18,0.18
1606106700,0.18,0.18
1606107600,0.18,0.18
1606108500,0.18,0.18
1606109400,0.18,0.18
1606110300,0.18,0.18
1606111200,0.18,0.18
1606112100,0.18,0.18
1606113000,0.18,0.18
1606113900,0.18,0.18
1606114800,0.18,0.18
1606115700,0.18,0.18
1606116600,0.18,0.18
1606117500,0.18,0.18
1606118400,0.18,0.18
1606119300,0.18,0.18
1606120200,0.18,0.18
1606121100,0.18,0.18
1606122000,0.18,0.18
1606122900,0.18,0.18
1606123800,0.18,0.18
1606124700,0.18,0.18
1606125600,0.18,0.18
1606126500,0.18,0.18
1606127400,0.18,0.18
1606128300,0.18,0.18
1606129200,0.18,0.18
1606130100,0.18,0.18
1606131000,0.18,0.18
1606131900,0.18,0.18
1606132800,0.18,0.18
1606133700,0.18,0.18
1606134600,0.18,0.18
1606135500,0.18,0.18
1606136400,0.18,0.18
1606137300,0.18,0.18
1606138200,0.18,0.18
1606139100,0.18,0.18
1606140000,0.18,0.18
1606140900,0.18,0.18
1606141800,0.18,0.18
1606142700,0.18,0.18
1606143600,0.18,0.18
1606144500,0.18,0.18
1606145400,0.18,0.18
1606146300,0.18,0.18
1606147200,0.18,0.18
1606148100,0.18,0.18
1606149000,0.18,0.18
1606149900,0.18,0.18
1606150800,0.18,0.18
1606151700,0.18,0.18
1606152600,0.18,0.18
1606153500,0.18,0.18
1606154400,0.18,0.18
1606155300,0.18,0.18
1606156200,0.18,0.18
1606157100,0.18,0.18
1606158000,0.18,0.18
1606158900,0.18,0.18
1606159800,0.18,0.18
1606160700,0.18,0.18
1606161600,0.18,0.18
1606162500,0.18,0.18
1606163400,0.18,0.18
1606164300,0.18,0.18
1606165200,0.18,0.18
1606166100,0.18,0.18
1606167000,0.18,0.18
1606167900,0.18,0.18
1606168800,0.18,0.18
1606169700,0.18,0.18
1606170600,0.18,0.18
1606171500,0.18,0.18
1606172400,0.18,0.18
1606173300,0.18,0.18
1606174200,0.18,0.18
1606175100,0.18,0.18
1606176000,0.18,0.18
1606176900,0.18,0.18
1606177800,0.18,0.18
1606178700,0.18,0.18
1606179600,0.18,0.18
1606180500,0.18,0.18
1606181400,0.18,0.18
1606182300,0.18,0.18
1606183200,0.18,0.18
1606184100,0.18,0.18
1606185000,0.18,0.18
1606185900,0.18,0.18
1606186800,0.18,0.18
1606187700,0.18,0.18
1606188600,0.18,0.18
1606189500,0.18,0.18
1606190400,0.18,0.18
1606191300,0.18,0.18
1606192200,0.18,0.18
1606193100,0.18,0.18
1606194000,0.18,0.18
1606194900,0.18,0.18
1606195800,0.18,0.18
1606196700,0.18,0.18
1606197600,0.18,0.18
1606198500,0.18,0.18
1606199400,0.18,0.18
1606200300,0.18,0.18
1606201200,0.18,0.18
1606202100,0.18,0.18
1606203000,0.18,0.18
1606203900,0.18,0.18
1606204800,0.18,0.18
1606205700,0.18,0.18
1606206600,0.18,0.18
1606207500,0.18,0.18
1606208400,0.18,0.18
1606209300,0.18,0.18
1606210200,0.18,0.18
1606211100,0.18,0.18
1606212000,0.18,0.18
1606212900,0.18,0.18
1606213800,0.18,0.18
1606214700,0.18,0.18
1606215600,0.18,0.18
1606216500,0.18,0.18
1606217400,0.18,0.18
1606218300,0.18,0.18
1606219200,0.18,0.18
1606220100,0.18,0.18
1606221000,0.18,0.18
1606221900,0.18,0.18
1606222800,0.18,0.18
1606223700,0.18,0.18
1606224600,0.18,0.18
1606225500,0.18,0.18
1606226400,0.18,0.18
1606227300,0.18,0.18
1606228200,0.18,0.18
1606229100,0.18,0.18
1606230000,0.18,0.18
1606230900,0.18,0.18
1606231800,0.18,0.18
1606232700,0.18,0.18
1606233600,0.18,0.18
1606234500,0.18,0.18
1606235400,0.18,0.18
1606236300,0.18,0.18
1606237200,0.18,0.18
1606238100,0.18,0.18
1606239000,0.18,0.18
1606239900,0.18,0.18
1606240800,0.18,0.18
1606241700,0.18,0.18
1606242600,0.18,0.18
1606243500,0.18,0.18
1606244400,0.18,0.18
1606245300,0.18,0.18
1606246200,0.18,0.18
1606247100,0.18,0.18
1606248000,0.18,0.18
1606248900,0.18,0.18
1606249800,0.18,0.18
1606250700,0.18,0.18
1606251600,0.18,0.18
1606252500,0.18,0.18
1606253400,0.18,0.18
1606254300,0.18,0.18
1606255200,0.18,0.18
1606256100,0.18,0.18
1606257000,0.18,0.18
1606257900,0.18,0.18
1606258800,0.18,0.18
1606259700,0.18,0.18
1606260600,0.18,0.18
1606261500,0.18,0.18
1606262400,0.18,0.18
1606263300,0.18,0.18
1606264200,0.18,0.18
1606265100,0.18,0.18
1606266000,0.18,0.18
1606266900,0.18,0.18
1606267800,0.18,0.18
1606268700,0.18,0.18
1606269600,0.18,0.18
1606270500,0.18,0.18
1606271400,0.18,0.18
1606272300,0.18,0.18
1606273200,0.18,0.18
1606274100,0.18,0.18
1606275000,0.18,0.18
1606275900,0.18,0.18
1606276800,0.18,0.18
1606277700,0.18,0.18
1606278600,0.18,0.18
1606279500,0.18,0.18
1606280400,0.18,0.18
1606281300,0.18,0.18
1606282200,0.18,0.18
1606283100,0.18,0.18
1606284000,0.18,0.18
1606284900,0.18,0.18
1606285800,0.18,0.18
1606286700,0.18,0.18
1606287600,0.18,0.18
1606288500,0.18,0.18
1606289400,0.18,0.18
1606290300,0.18,0.18
1606291200,0.18,0.18
1606292100,0.18,0.18
1606293000,0.18,0.18
1606293900,0.18,0.18
1606294800,0.18,0.18
1606295700,0.18,0.18
1606296600,0.18,0.18
1606297500,0.18,0.18
1606298400,0.18,0.18
1606299300,0.18,0.18
1606300200,0.18,0.18
1606301100,0.18,0.18
1606302000,0.18,0.18
1606302900,0.18,0.18
1606303800,0.18,0.18
1606304700,0.18,0.18
1606305600,0.18,0.18
1606306500,0.18,0.18
1606307400,0.18,0.18
1606308300,0.18,0.18
1606309200,0.18,0.18
1606310100,0.18,0.18
1606311000,0.18,0.18
1606311900,0.18,0.18
1606312800,0.18,0.18
1606313700,0.18,0.18
1606314600,0.18,0.18
1606315500,0.18,0.18
1606316400,0.18,0.18
1606317300,0.18,0.18
1606318200,0.18,0.18
1606319100,0.18,0.18
1606320000,0.18,0.18
1606320900,0.18,0.18
1606321800,0.18,0.18
1606322700,0.18,0.18
1606323600,0.18,0.18
1606324500,0.18,0.18
1606325400,0.18,0.18
1606326300,0.18,0.18
1606327200,0.18,0.18
1606328100,0.18,0.18
1606329000,0.18,0.18
1606329900,0.18,0.18
1606330800,0.18,0.18
1606331700,0.18,0.18
1606332600,0.18,0.18
1606333500,0.18,0.18
1606334400,0.18,0.18
1606335300,0.18,0.18
1606336200,0.18,0.18
1606337100,0.18,0.18
1606338000,0.18,0.18
1606338900,0.18,0.18
1606339800,0.18,0.18
1606340700,0.18,0.18
1606341600,0.18,0.18
1606342500,0.18,0.18
1606343400,0.18,0.18
1606344300,0.18,0.18
1606345200,0.18,0.18
1606346100,0.18,0.18
1606347000,0.18,0.18
1606347900,0.18,0.18
1606348800,0.18,0.18
1606349700,0.18,0.18
1606350600,0.18,0.18
1606351500,0.18,0.18
1606352400,0.18,0.18
1606353300,0.18,0.18
1606354200,0.18,0.18
1606355100,0.18,0.18
1606356000,0.18,0.18
1606356900,0.18,0.18
1606357800,0.18,0.18
1606358700,0.18,0.18
1606359600,0.18,0.18
1606360500,0.18,0.18
1606361400,0.18,0.18
1606362300,0.18,0.18
1606363200,0.18,0.18
1606364100,0.18,0.18
1606365000,0.18,0.18
1606365900,0.18,0.18
1606366800,0.18,0.18
1606367700,0.18,0.18
1606368600,0.18,0.18
1606369500,0.18,0.18
1606370400,0.18,0.18
1606371300,0.18,0.18
1606372200,0.18,0.18
1606373100,0.18,0.18
1606374000,0.18,0.18
1606374900,0.18,0.18
1606375800,0.18,0.18
1606376700,0.18,0.18
1606377600,0.18,0.18
1606378500,0.18,0.18
1606379400,0.18,0.18
1606380300,0.18,0.18
1606381200,0.18,0.18
1606382100,0.18,0.18
1606383000,0.18,0.18
1606383900,0.18,0.18
1606384800,0.18,0.18
1606385700,0.18,0.18
1606386600,0.18,0.18
1606387500,0.18,0.18
1606388400,0.18,0.18
1606389300,0.18,0.18
1606390200,0.18,0.18
1606391100,0.18,0.18
1606392000,0.18,0.18
1606392900,0.18,0.18
1606393800,0.18,0.18
1606394700,0.18,0.18
1606395600,0.18,0.18
1606396500,0.18,0.18
1606397400,0.18,0.18
1606398300,0.18,0.18
1606399200,0.18,0.18
1606400100,0.18,0.18
1606401000,0.18,0.18
1606401900,0.18,0.18
1606402800,0.18,0.18
1606403700,0.18,0.18
1606404600,0.18,0.18
1606405500,0.18,0.18
1606406400,0.18,0.18
1606407300,0.18,0.18
1606408200,0.18,0.18
1606409100,0.18,0.18
1606410000,0.18,0.18
1606410900,0.18,0.18
1606411800,0.18,0.18
1606412700,0.18,0.18
1606413600,0.18,0.18
1606414500,0.18,0.18
1606415400,0.18,0.18
1606416300,0.18,0.18
1606417200,0.18,0.18
1606418100,0.18,0.18
1606419000,0.18,0.18
1606419900,0.18,0.18
1606420800,0.18,0.18
1606421700,0.18,0.18
1606422600,0.18,0.18
1606423500,0.18,0.18
1606424400,0.18,0.18
1606425300,0.18,0.18
1606426200,0.18,0.18
1606427100,0.18,0.18
1606428000,0.18,0.18
1606428900,0.18,0.18
1606429800,0.18,0.18
1606430700,0.18,0.18
1606431600,0.18,0.18
1606432500,0.18,0.18
1606433400,0.18,0.18
1606434300,0.18,0.18
1606435200,0.18,0.18
1606436100,0.18,0.18
1606437000,0.18,0.18
1606437900,0.18,0.18
1606438800,0.18,0.18
1606439700,0.18,0.18
1606440600,0.18,0.18
1606441500,0.18,0.18
1606442400,0.18,0.18
1606443300,0.18,0.18
1606444200,0.18,0.18
1606445100,0.18,0.18
1606446000,0.18,0.18
1606446900,0.18,0.18
1606447800,0.18,0.18
1606448700,0.18,0.18
1606449600,0.18,0.18
1606450500,0.18,0.18
1606451400,0.18,0.18
1606452300,0.18,0.18
1606453200,0.18,0.18
1606454100,0.18,0.18
1606455000,0.18,0.18
1606455900,0.18,0.18
1606456800,0.18,0.18
1606457700,0.18,0.18
1606458600,0.18,0.18
1606459500,0.18,0.18
1606460400,0.18,0.18
1606461300,0.18,0.18
1606462200,0.18,0.18
1606463100,0.18,0.18
1606464000,0.18,0.18
1606464900,0.18,0.18
1606465800,0.18,0.18
1606466700,0.18,0.18
1606467600,0.18,0.18
1606468500,0.18,0.18
1606469400,0.18,0.18
1606470300,0.18,0.18
1606471200,0.18,0.18
1606472100,0.18,0.18
1606473000,0.18,0.18
1606473900,0.18,0.18
1606474800,0.18,0.18
1606475700,0.18,0.18
1606476600,0.18,0.18
1606477500,0.18,0.18
1606478400,0.18,0.18
1606479300,0.18,0.18
1606480200,0.18,0.18
1606481100,0.18,0.18
1606482000,0.18,0.18
1606482900,0.18,0.18
1606483800,0.18,0.18
1606484700,0.18,0.18
1606485600,0.18,0.18
1606486500,0.18,0.18
1606487400,0.18,0.18
1606488300,0.18,0.18
1606489200,0.18,0.18
1606490100,0.18,0.18
1606491000,0.18,0.18
1606491900,0.18,0.18
1606492800,0.18,0.18
1606493700,0.18,0.18
1606494600,0.18,0.18
1606495500,0.18,0.18
1606496400,0.18,0.18
1606497300,0.18,0.18
1606498200,0.18,0.18
1606499100,0.18,0.18
1606500000,0.18,0.18
1606500900,0.18,0.18
1606501800,0.18,0.18
1606502700,0.18,0.18
1606503600,0.18,0.18
1606504500,0.18,0.18
1606505400,0.18,0.18
1606506300,0.18,0.18
1606507200,0.18,0.18
1606508100,0.18,0.18
1606509000,0.18,0.18
1606509900,0.18,0.18
1606510800,0.18,0.18
1606511700,0.18,0.18
1606512600,0.18,0.18
1606513500,0.18,0.18
1606514400,0.18,0.18
1606515300,0.18,0.18
1606516200,0.18,0.18
1606517100,0.18,0.18
1606518000,0.18,0.18
1606518900,0.18,0.18
1606519800,0.18,0.18
1606520700,0.18,0.18
1606521600,0.18,0.18
1606522500,0.18,0.18
1606523400,0.18,0.18
1606524300,0.18,0.18
1606525200,0.18,0.18
1606526100,0.18,0.18
1606527000,0.18,0.18
1606527900,0.18,0.18
1606528800,0.18,0.18
1606529700,0.18,0.18
1606530600,0.18,0.18
1606531500,0.18,0.18
1606532400,0.18,0.18
1606533300,0.18,0.18
1606534200,0.18,0.18
1606535100,0.18,0.18
1606536000,0.18,0.18
1606536900,0.18,0.18
1606537800,0.18,0.18
1606538700,0.18,0.18
1606539600,0.18,0.18
1606540500,0.18,0.18
1606541400,0.18,0.18
1606542300,0.18,0.18
1606543200,0.18,0.18
1606544100,0.18,0.18
1606545000,0.18,0.18
1606545900,0.18,0.18
1606546800,0.18,0.18
1606547700,0.18,0.18
1606548600,0.18,0.18
1606549500,0.18,0.18
1606550400,0.18,0.18
1606551300,0.18,0.18
1606552200,0.18,0.18
1606553100,0.18,0.18
1606554000,0.18,0.18
1606554900,0.18,0.18
1606555800,0.18,0.18
1606556700,0.18,0.18
1606557600,0.18,0.18
1606558500,0.18,0.18
1606559400,0.18,0.18
1606560300,0.18,0.18
1606561200,0.18,0.18
1606562100,0.18,0.18
1606563000,0.18,0.18
1606563900,0.18,0.18
1606564800,0.18,0.18
1606565700,0.18,0.18
1606566600,0.18,0.18
1606567500,0.18,0.18
1606568400,0.18,0.18
1606569300,0.18,0.18
1606570200,0.18,0.18
1606571100,0.18,0.18
1606572000,0.18,0.18
1606572900,0.18,0.18
1606573800,0.18,0.18
1606574700,0.18,0.18
1606575600,0.18,0.18
1606576500,0.18,0.18
1606577400,0.18,0.18
1606578300,0.18,0.18
1606579200,0.18,0.18
1606580100,0.18,0.18
1606581000,0.18,0.18
1606581900,0.18,0.18
1606582800,0.18,0.18
1606583700,0.18,0.18
1606584600,0.18,0.18
1606585500,0.18,0.18
1606586400,0.18,0.18
1606587300,0.18,0.18
1606588200,0.18,0.18
1606589100,0.18,0.18
1606590000,0.18,0.18
1606590900,0.18,0.18
1606591800,0.18,0.18
1606592700,0.18,0.18
1606593600,0.18,0.18
1606594500,0.18,0.18
1606595400,0.18,0.18
1606596300,0.18,0.18
1606597200,0.18,0.18
1606598100,0.18,0.18
1606599000,0.18,0.18
1606599900,0.18,0.18
1606600800,0.18,0.18
1606601700,0.18,0.18
1606602600,0.18,0.18
1606603500,0.18,0.18
1606604400,0.18,0.18
1606605300,0.18,0.18
1606606200,0.18,0.18
1606607100,0.18,0.18
1606608000,0.18,0.18
1606608900,0.18,0.18
1606609800,0.18,0.18
1606610700,0.18,0.18
1606611600,0.18,0.18
1606612500,0.18,0.18
1606613400,0.18,0.18
1606614300,0.18,0.18
1606615200,0.18,0.18
1606616100,0.18,0.18
1606617000,0.18,0.18
1606617900,0.18,0.18
1606618800,0.18,0.18
1606619700,0.18,0.18
1606620600,0.18,0.18
1606621500,0.18,0.18
1606622400,0.18,0.18
1606623300,0.18,0.18
1606624200,0.18,0.18
1606625100,0.18,0.18
1606626000,0.18,0.18
1606626900,0.18,0.18
1606627800,0.18,0.18
1606628700,0.18,0.18
1606629600,0.18,0.18
1606630500,0.18,0.18
1606631400,0.18,0.18
1606632300,0.18,0.18
1606633200,0.18,0.18
1606634100,0.18,0.18
1606635000,0.18,0.18
1606635900,0.18,0.18
1606636800,0.18,0.18
1606637700,0.18,0.18
1606638600,0.18,0.18
1606639500,0.18,0.18
1606640400,0.18,0.18
1606641300,0.18,0.18
1606642200,0.18,0.18
1606643100,0.18,0.18
1606644000,0.18,0.18
1606644900,0.18,0.18
1606645800,0.18,0.18
1606646700,0.18,0.18
1606647600,0.18,0.18
1606648500,0.18,0.18
1606649400,0.18,0.18
1606650300,0.18,0.18
1606651200,0.18,0.18
1606652100,0.18,0.18
1606653000,0.18,0.18
1606653900,0.18,0.18
1606654800,0.18,0.18
1606655700,0.18,0.18
1606656600,0.18,0.18
1606657500,0.18,0.18
1606658400,0.18,0.18
1606659300,0.18,0.18
1606660200,0.18,0.18
1606661100,0.18,0.18
1606662000,0.18,0.18
1606662900,0.18,0.18
1606663800,0.18,0.18
1606664700,0.18,0.18
1606665600,0.18,0.18
1606666500,0.18,0.18
1606667400,0.18,0.18
1606668300,0.18,0.18
1606669200,0.18,0.18
1606670100,0.18,0.18
1606671000,0.18,0.18
1606671900,0.18,0.18
1606672800,0.18,0.18
1606673700,0.18,0.18
1606674600,0.18,0.18
1606675500,0.18,0.18
1606676400,0.18,0.18
1606677300,0.18,0.18
1606678200,0.18,0.18
1606679100,0.18,0.18
1606680000,0.18,0.18
1606680900,0.18,0.18
1606681800,0.18,0.18
1606682700,0.18,0.18
1606683600,0.18,0.18
1606684500,0.18,0.18
1606685400,0.18,0.18
1606686300,0.18,0.18
1606687200,0.18,0.18
1606688100,0.18,0.18
1606689000,0.18,0.18
1606689900,0.18,0.18
1606690800,0.18,0.18
1606691700,0.18,0.18
1606692600,0.18,0.18
1606693500,0.18,0.18
1606694400,0.18,0.18
1606695300,0.18,0.18
1606696200,0.18,0.18
1606697100,0.18,0.18
1606698000,0.18,0.18
1606698900,0.18,0.18
1606699800,0.18,0.18
1606700700,0.18,0.18
1606701600,0.18,0.18
1606702500,0.18,0.18
1606703400,0.18,0.18
1606704300,0.18,0.18
1606705200,0.18,0.18
1606706100,0.18,0.18
1606707000,0.18,0.18
1606707900,0.18,0.18
1606708800,0.18,0.18
1606709700,0.18,0.18
1606710600,0.18,0.18
1606711500,0.18,0.18
1606712400,0.18,0.18
1606713300,0.18,0.18
1606714200,0.18,0.18
1606715100,0.18,0.18
1606716000,0.18,0.18
1606716900,0.18,0.18
1606717800,0.18,0.18
1606718700,0.18,0.18
1606719600,0.18,0.18
1606720500,0.18,0.18
1606721400,0.18,0.18
1606722300,0.18,0.18
1606723200,0.18,0.18
1606724100,0.18,0.18
1606725000,0.18,0.18
1606725900,0.18,0.18
1606726800,0.18,0.18
1606727700,0.18,0.18
1606728600,0.18,0.18
1606729500,0.18,0.18
1606730400,0.18,0.18
1606731300,0.18,0.18
1606732200,0.18,0.18
1606733100,0.18,0.18
1606734000,0.18,0.18
1606734900,0.18,0.18
1606735800,0.18,0.18
1606736700,0.18,0.18
1606737600,0.18,0.18
1606738500,0.18,0.18
1606739400,0.18,0.18
1606740300,0.18,0.18
1606741200,0.18,0.18
1606742100,0.18,0.18
1606743000,0.18,0.18
1606743900,0.18,0.18
1606744800,0.18,0.18
1606745700,0.18,0.18
1606746600,0.18,0.18
1606747500,0.18,0.18
1606748400,0.18,0.18
1606749300,0.18,0.18
1606750200,0.18,0.18
1606751100,0.18,0.18
1606752000,0.18,0.18
1606752900,0.18,0.18
1606753800,0.18,0.18
1606754700,0.18,0.18
1606755600,0.18,0.18
1606756500,0.18,0.18
1606757400,0.18,0.18
1606758300,0.18,0.18
1606759200,0.18,0.18
1606760100,0.18,0.18
1606761000,0.18,0.18
1606761900,0.18,0.18
1606762800,0.18,0.18
1606763700,0.18,0.18
1606764600,0.18,0.18
1606765500,0.18,0.18
1606766400,0.18,0.18
1606767300,0.18,0.18
1606768200,0.18,0.18
1606769100,0.18,0.18
1606770000,0.18,0.18
1606770900,0.18,0.18
1606771800,0.18,0.18
1606772700,0.18,0.18
1606773600,0.18,0.18
1606774500,0.18,0.18
1606775400,0.18,0.18
1606776300,0.18,0.18
1606777200,0.18,0.18
1606778100,0.18,0.18
1606779000,0.18,0.18
1606779900,0.18,0.18
1606780800,0.18,0.18
1606781700,0.18,0.18
1606782600,0.18,0.18
1606783500,0.18,0.18
1606784400,0.18,0.18
1606785300,0.18,0.18
1606786200,0.18,0.18
1606787100,0.18,0.18
1606788000,0.18,0.18
1606788900,0.18,0.18
1606789800,0.18,0.18
1606790700,0.18,0.18
1606791600,0.18,0.18
1606792500,0.18,0.18
1606793400,0.18,0.18
1606794300,0.18,0.18
1606795200,0.18,0.18
1606796100,0.18,0.18
1606797000,0.18,0.18
1606797900,0.18,0.18
1606798800,0.18,0.18
1606799700,0.18,0.18
1606800600,0.18,0.18
1606801500,0.18,0.18
1606802400,0.18,0.18
1606803300,0.18,0.18
1606804200,0.18,0.18
1606805100,0.18,0.18
1606806000,0.18,0.18
1606806900,0.18,0.18
1606807800,0.18,0.18
1606808700,0.18,0.18
1606809600,0.18,0.18
1606810500,0.18,0.18
1606811400,0.18,0.18
1606812300,0.18,0.18
1606813200,0.18,0.18
1606814100,0.18,0.18
1606815000,0.18,0.18
1606815900,0.18,0.18
1606816800,0.18,0.18
1606817700,0.18,0.18
1606818600,0.18,0.18
1606819500,0.18,0.18
1606820400,0.18,0.18
1606821300,0.18,0.18
1606822200,0.18,0.18
1606823100,0.18,0.18
1606824000,0.18,0.18
1606824900,0.18,0.18
1606825800,0.18,0.18
1606826700,0.18,0.18
1606827600,0.18,0.18
1606828500,0.18,0.18
1606829400,0.18,0.18
1606830300,0.18,0.18
1606831200,0.18,0.18
1606832100,0.18,0.18
1606833000,0.18,0.18
1606833900,0.18,0.18
1606834800,0.18,0.18
1606835700,0.18,0.18
1606836600,0.18,0.18
1606837500,0.18,0.18
1606838400,0.18,0.18
1606839300,0.18,0.18
1606840200,0.18,0.18
1606841100,0.18,0.18
1606842000,0.18,0.18
1606842900,0.18,0.18
1606843800,0.18,0.18
1606844700,0.18,0.18
1606845600,0.18,0.18
1606846500,0.18,0.18
1606847400,0.18,0.18
1606848300,0.18,0.18
1606849200,0.18,0.18
1606850100,0.18,0.18
1606851000,0.18,0.18
1606851900,0.18,0.18
1606852800,0.18,0.18
1606853700,0.18,0.18
1606854600,0.18,0.18
1606855500,0.18,0.18
1606856400,0.18,0.18
1606857300,0.18,0.18
1606858200,0.18,0.18
1606859100,0.18,0.18
1606860000,0.18,0.18
1606860900,0.18,0.18
1606861800,0.18,0.18
1606862700,0.18,0.18
1606863600,0.18,0.18
1606864500,0.18,0.18
1606865400,0.18,0.18
1606866300,0.18,0.18
1606867200,0.18,0.18
1606868100,0.18,0.18
1606869000,0.18,0.18
1606869900,0.18,0.18
1606870800,0.18,0.18
1606871700,0.18,0.18
1606872600,0.18,0.18
1606873500,0.18,0.18
1606874400,0.18,0.18
1606875300,0.18,0.18
1606876200,0.18,0.18
1606877100,0.18,0.18
1606878000,0.18,0.18
1606878900,0.18,0.18
1606879800,0.18,0.18
1606880700,0.18,0.18
1606881600,0.18,0.18
1606882500,0.18,0.18
1606883400,0.18,0.18
1606884300,0.18,0.18
1606885200,0.18,0.18
1606886100,0.18,0.18
1606887000,0.18,0.18
1606887900,0.18,0.18
1606888800,0.18,0.18
1606889700,0.18,0.18
1606890600,0.18,0.18
1606891500,0.18,0.18
1606892400,0.18,0.18
1606893300,0.18,0.18
1606894200,0.18,0.18
1606895100,0.18,0.18
1606896000,0.18,0.18
1606896900,0.18,0.18
1606897800,0.18,0.18
1606898700,0.18,0.18
1606899600,0.18,0.18
1606900500,0.18,0.18
1606901400,0.18,0.18
1606902300,0.18,0.18
1606903200,0.18,0.18
1606904100,0.18,0.18
1606905000,0.18,0.18
1606905900,0.18,0.18
1606906800,0.18,0.18
1606907700,0.18,0.18
1606908600,0.18,0.18
1606909500,0.18,0.18
1606910400,0.18,0.18
1606911300,0.18,0.18
1606912200,0.18,0.18
1606913100,0.18,0.18
1606914000,0.18,0.18
1606914900,0.18,0.18
1606915800,0.18,0.18
1606916700,0.18,0.18
1606917600,0.18,0.18
1606918500,0.18,0.18
1606919400,0.18,0.18
1606920300,0.18,0.18
1606921200,0.18,0.18
1606922100,0.18,0.18
1606923000,0.18,0.18
1606923900,0.18,0.18
1606924800,0.18,0.18
1606925700,0.18,0.18
1606926600,0.18,0.18
1606927500,0.18,0.18
1606928400,0.18,0.18
1606929300,0.18,0.18
1606930200,0.18,0.18
1606931100,0.18,0.18
1606932000,0.18,0.18
1606932900,0.18,0.18
1606933800,0.18,0.18
1606934700,0.18,0.18
1606935600,0.18,0.18
1606936500,0.18,0.18
1606937400,0.18,0.18
1606938300,0.18,0.18
1606939200,0.18,0.18
1606940100,0.18,0.18
1606941000,0.18,0.18
1606941900,0.18,0.18
1606942800,0.18,0.18
1606943700,0.18,0.18
1606944600,0.18,0.18
1606945500,0.18,0.18
1606946400,0.18,0.18
1606947300,0.18,0.18
1606948200,0.18,0.18
1606949100,0.18,0.18
1606950000,0.18,0.18
1606950900,0.18,0.18
1606951800,0.18,0.18
1606952700,0.18,0.18
1606953600,0.18,0.18
1606954500,0.18,0.18
1606955400,0.18,0.18
1606956300,0.18,0.18
1606957200,0.18,0.18
1606958100,0.18,0.18
1606959000,0.18,0.18
1606959900,0.18,0.18
1606960800,0.18,0.18
1606961700,0.18,0.18
1606962600,0.18,0.18
1606963500,0.18,0.18
1606964400,0.18,0.18
1606965300,0.18,0.18
1606966200,0.18,0.18
1606967100,0.18,0.18
1606968000,0.18,0.18
1606968900,0.18,0.18
1606969800,0.18,0.18
1606970700,0.18,0.18
1606971600,0.18,0.18
1606972500,0.18,0.18
1606973400,0.18,0.18
1606974300,0.18,0.18
1606975200,0.18,0.18
1606976100,0.18,0.18
1606977000,0.18,0.18
1606977900,0.18,0.18
1606978800,0.18,0.18
1606979700,0.18,0.18
1606980600,0.18,0.18
1606981500,0.18,0.18
